date,countryiso3code,full_pubs,frac_pubs,frac_FWCI,frac_intl,frac_pubs_top10p_FWCI_perc,number_unique_authors
1999,AUS,27840,22708.39541,1.071701663,3467.367802,0.103716897,35198
2000,AUS,29482,24322.62203,1.08613651,3789.116097,0.105202388,38686
2001,AUS,30119,25018.71817,1.105889277,3845.763659,0.113463373,40396
2002,AUS,31579,25772.63998,1.136626982,4234.711268,0.116269234,42224
2003,AUS,34393,26964.08941,1.159700599,5360.558674,0.117068002,41961
2004,AUS,37816,29479.88286,1.159329012,6064.989064,0.11816893,46085
2005,AUS,43089,33640.83126,1.185950314,6798.649079,0.119515072,51222
2006,AUS,46703,36191.4425,1.201167888,7609.689704,0.121323151,54729
2007,AUS,49781,38114.66012,1.237590646,8298.415143,0.126941057,58041
2008,AUS,52798,39973.41952,1.250693746,8978.190702,0.128377459,62164
2009,AUS,56536,42523.317,1.266757737,9785.873558,0.131642224,65579
2010,AUS,60986,45309.14292,1.268819285,10767.36309,0.132288201,71828
2011,AUS,66406,48938.45863,1.283838464,12066.18014,0.137609855,75512
2012,AUS,70272,50794.47669,1.308009872,12893.55487,0.136978095,79278
2013,AUS,77346,55382.67672,1.312335372,14699.36597,0.140378208,86720
2014,AUS,81627,57493.95422,1.33023491,15975.22688,0.140362851,92260
2015,AUS,85180,58847.23813,1.298414468,17322.09283,0.138427058,97350
2016,AUS,88509,59782.50379,1.301228839,18597.89197,0.136759546,104141
2017,AUS,91339,60268.89499,1.299990892,19988.21872,0.136548584,104451
2018,AUS,95918,61606.62675,1.290640574,21192.24855,0.135801838,109215
2019,AUS,101219,63819.57887,1.314879258,22605.69016,0.13789687,115632
2020,AUS,106014,64812.52875,1.270947436,23905.43849,0.133577258,120282
2021,AUS,112909,67884.68093,1.277201011,25098.48114,0.132420975,128465
2022,AUS,111029,65978.44312,1.270266464,24328.74549,0.128905967,128425
2023,AUS,108654,63991.97684,1.289115862,23364.09226,0.135340843,130065
2024,AUS,11143,6204.432414,1.233373962,2477.198532,0.995521824,26489
1990,AUT,5045,4490.530173,0.744276224,380.4535855,0.068044283,7166
1991,AUT,4750,4125.256109,0.87197197,452.6873649,0.076205571,6783
1992,AUT,4962,4225.75028,0.961092846,513.7672251,0.091858462,7210
1993,AUT,5329,4536.034804,1.004576375,557.3305325,0.093186196,8125
1994,AUT,5696,4723.98624,0.893654163,684.4270607,0.081844313,9064
1995,AUT,6070,4960.115097,0.992573133,777.2315227,0.090286681,9202
1996,AUT,7653,5905.840182,1.037516467,1184.732851,0.100240602,10144
1997,AUT,8295,6310.968759,1.030454442,1291.356346,0.103159638,11210
1998,AUT,8380,6236.884275,1.012831965,1301.672797,0.102626569,11254
1999,AUT,8601,6227.849981,1.071681571,1382.259481,0.106012375,11500
2000,AUT,9038,6654.795824,1.094981603,1487.168244,0.110319703,12471
2001,AUT,9654,7313.446503,1.084805616,1594.505482,0.110818445,13771
2002,AUT,10450,7815.16428,1.084402358,1742.175369,0.111125529,14451
2003,AUT,11507,8158.648088,1.117523196,2155.029788,0.113155917,14255
2004,AUT,12094,8405.780782,1.155163148,2347.749973,0.118838615,15165
2005,AUT,13570,9287.116003,1.178033025,2655.394694,0.119452335,16647
2006,AUT,14050,9595.61837,1.148908729,2733.769376,0.117354054,17383
2007,AUT,15325,10283.00247,1.195327248,3093.760701,0.124136975,18537
2008,AUT,16314,10772.15134,1.153323186,3338.375268,0.124957228,19501
2009,AUT,17238,11425.35477,1.154205514,3531.115164,0.119391039,20972
2010,AUT,18007,11671.52027,1.216088978,3736.280387,0.128331572,21967
2011,AUT,19530,12454.80313,1.163646398,4033.817738,0.124398165,26266
2012,AUT,20617,12924.11384,1.172008208,4304.309003,0.121742236,24317
2013,AUT,21619,13258.00258,1.154358368,4593.312134,0.123695361,25243
2014,AUT,22306,13489.02674,1.179770002,4791.44386,0.127571904,26451
2015,AUT,23509,14081.32163,1.094714567,5072.77921,0.11252877,27634
2016,AUT,24114,14016.9305,1.131841892,5220.72789,0.117502743,28674
2017,AUT,24575,14127.74654,1.126617127,5350.254156,0.112605306,29462
2018,AUT,25251,14103.4018,1.129621979,5586.250613,0.10864596,30186
2019,AUT,26648,14844.47144,1.090964033,5956.566961,0.107474736,31670
2020,AUT,28078,15189.4713,1.048229859,6245.222118,0.101810587,33550
2021,AUT,30687,16243.66816,1.065581588,6695.878709,0.104781495,35992
2022,AUT,29846,15729.1082,1.073217374,6502.800813,0.106110248,38166
2023,AUT,29759,15371.39058,1.07830162,6457.375984,0.114255601,35909
2024,AUT,2680,1294.456109,1.311412504,622.1029953,0.995286433,6270
1990,AZE,100,86.1,0.065117092,10.85,0,251
1991,AZE,97,87.61991342,0.112147364,8.11991342,0.009683699,232
1992,AZE,130,116.2650794,0.183156959,10.01507937,0.014335058,314
1993,AZE,150,136.1825397,0.093989733,10.18253968,0.003671543,299
1994,AZE,99,88.68721805,0.205918102,7.187218045,0.00644319,211
1995,AZE,117,95.01985237,0.212051146,15.51985237,0.008929553,202
1996,AZE,267,223.1232026,0.105532046,22.74701214,0.001493943,466
1997,AZE,251,212.5123016,0.088500066,30.34563492,0.003372354,405
1998,AZE,213,177.2107226,0.173643132,21.21072261,0.014272391,334
1999,AZE,203,168.2698246,0.16836099,20.60315795,0.011036696,320
2000,AZE,196,157.0367799,0.186451752,21.28677989,0.001591984,307
2001,AZE,200,165.1894018,0.131926155,19.02273512,0.005044714,346
2002,AZE,305,255.8325508,0.178940911,29.99921745,0.011300005,468
2003,AZE,370,294.8050155,0.224884699,40.93834882,0.015192985,477
2004,AZE,442,361.4350417,0.143992622,41.56837505,0.00634376,569
2005,AZE,439,360.362163,0.180418601,51.05263923,0.014884071,627
2006,AZE,386,299.8330613,0.248447336,61.89972795,0.016285388,555
2007,AZE,512,431.9649458,0.159966325,48.79827913,0.012854695,780
2008,AZE,606,499.0705009,0.167138276,74.50383425,0.007665887,992
2009,AZE,773,639.8588804,0.200437208,98.69221376,0.010686345,1213
2010,AZE,803,631.9488474,0.207596707,117.2821808,0.005590988,1203
2011,AZE,891,675.2985344,0.196318403,130.9890106,0.013481147,1336
2012,AZE,981,695.7208201,0.186130291,114.5541534,0.00971476,1310
2013,AZE,755,522.5219318,0.2470145,107.1885985,0.021115869,1117
2014,AZE,672,435.6322059,0.301241813,105.6655392,0.012388389,909
2015,AZE,804,515.2913955,0.343816397,125.8747289,0.026571068,1155
2016,AZE,1027,655.3363626,0.349165673,151.1696959,0.024746141,1389
2017,AZE,1148,790.4109566,0.34933056,160.7276232,0.024448007,1588
2018,AZE,1360,889.1965024,0.433862405,191.963169,0.037087618,1738
2019,AZE,1752,1228.313655,0.331297438,228.7303219,0.024724424,2322
2020,AZE,1940,1321.325727,0.411004212,247.4090606,0.033254741,2327
2021,AZE,1899,1273.690099,0.409947288,251.6567658,0.037533466,2313
2022,AZE,1997,1351.799568,0.424280377,257.1257581,0.037881224,2594
2023,AZE,2369,1484.846276,0.390357665,325.2879429,0.037753406,2888
2024,AZE,180,77.4758887,0.78143602,33.9758887,0.933261367,292
1990,BDI,17,13.21190476,0.147502414,2.211904762,0,52
1991,BDI,14,10.4,0.19029006,0.9,0,33
1992,BDI,21,17.16666667,0.121078567,2.166666667,0,35
1993,BDI,10,7.266666667,0.658271525,2.266666667,0.137614679,34
1994,BDI,24,15.75619658,0.867576336,5.256196581,0.031733547,60
1995,BDI,16,10.07722567,0.87585291,4.077225673,0.023729789,40
1996,BDI,24,10.0459707,0.781301063,8.045970696,0.040837906,35
1997,BDI,28,12.84085914,0.599245295,7.007525808,0.046199408,32
1998,BDI,9,3.50952381,0.791014586,2.50952381,0.040705563,11
1999,BDI,17,6.055343676,0.562330823,4.555343676,0,28
2000,BDI,5,2.683333333,0.267980055,0.683333333,0,5
2001,BDI,7,3.505555556,0.415790264,1.005555556,0,7
2002,BDI,4,0.976190476,0.421518039,0.976190476,0,3
2003,BDI,13,4.23355615,0.434104866,3.23355615,0,15
2004,BDI,11,4.453612498,0.396575155,2.453612498,0,23
2005,BDI,11,4.234632035,0.421593004,2.234632035,0,15
2006,BDI,14,5.185638115,0.844014183,2.685638115,0,18
2007,BDI,19,5.267038517,0.478498546,4.267038517,0,52
2008,BDI,8,2.058898305,0.801809484,2.058898305,0.016464293,10
2009,BDI,13,4.287301587,0.508370802,3.287301587,0.011662347,14
2010,BDI,33,12.67330257,0.38220821,8.339969241,0.016203917,39
2011,BDI,28,9.709469697,0.848217035,6.709469697,0.029426353,47
2012,BDI,31,9.280400948,0.594634609,6.280400948,0.053510472,41
2013,BDI,36,14.08005405,0.35552609,7.080054053,0.033872248,54
2014,BDI,37,13.84994583,0.489349988,6.849945825,0.056519377,48
2015,BDI,44,12.48912895,0.960230569,9.489128953,0.095702278,61
2016,BDI,51,14.06295005,0.812072713,10.06295005,0.03936382,81
2017,BDI,57,12.40152495,1.152744057,9.401524951,0.099001312,59
2018,BDI,84,24.28107427,0.691212079,16.28107427,0.030633014,112
2019,BDI,88,33.23262939,0.402570663,16.23262939,0.028990233,101
2020,BDI,124,40.2936621,0.45394524,29.46032877,0.027569949,171
2021,BDI,118,31.11439435,0.615935354,20.11439435,0.06629314,136
2022,BDI,128,37.11517616,0.559814269,27.11517616,0.040348639,194
2023,BDI,120,38.12586366,0.622810562,25.79253033,0.036685688,167
2024,BDI,14,4.487992318,0,2.487992318,1,21
1990,BEL,7187,6106.293293,1.015393629,759.022748,0.096080687,11066
1991,BEL,7239,6026.869883,1.006740854,838.430958,0.096101129,11665
1992,BEL,7610,6276.210044,1.079242814,936.7292609,0.105551582,12426
1993,BEL,8310,6790.920252,1.068762347,1060.000154,0.107945388,13170
1994,BEL,9275,7469.941478,1.089192879,1268.529275,0.111207861,14475
1995,BEL,9814,7865.022356,1.09716834,1325.928417,0.108451228,14869
1996,BEL,11843,8843.187997,1.132042317,1926.331193,0.116783602,15324
1997,BEL,12336,9146.842501,1.077159638,2072.618794,0.106762664,15876
1998,BEL,13024,9566.224026,1.102775224,2230.718421,0.111576612,16692
1999,BEL,12980,9350.411025,1.110781272,2216.764747,0.110623271,16636
2000,BEL,13377,9717.99527,1.098637956,2303.315425,0.107346514,17805
2001,BEL,13694,10237.31659,1.170254887,2259.811814,0.123151889,19215
2002,BEL,14689,10644.93815,1.156711403,2639.770395,0.123700776,20155
2003,BEL,16296,11139.66435,1.222750934,3229.653465,0.127091594,19535
2004,BEL,17492,11967.51471,1.202382206,3521.797109,0.125852346,20950
2005,BEL,19562,13213.08763,1.300268986,4005.018022,0.134807081,23132
2006,BEL,20253,13506.45551,1.323103354,4130.31495,0.135127883,23745
2007,BEL,21498,14044.10657,1.301298226,4462.394289,0.139971577,25235
2008,BEL,22813,14795.91078,1.277589234,4804.153514,0.136194054,26356
2009,BEL,24148,15665.56355,1.316524303,5110.803573,0.137610928,28380
2010,BEL,25231,15954.26902,1.321745096,5292.305195,0.139588316,29103
2011,BEL,26869,16689.15377,1.365769711,5710.432414,0.147725075,30896
2012,BEL,28336,17506.75008,1.342243748,6085.633856,0.144911669,32248
2013,BEL,29475,17981.80813,1.352923665,6470.90889,0.146902992,34102
2014,BEL,30541,18210.77203,1.295515418,6816.068231,0.139441618,35234
2015,BEL,31414,18092.70518,1.281227765,7062.397247,0.140393029,36493
2016,BEL,31975,18214.33229,1.231765627,7157.305218,0.133143938,38249
2017,BEL,32282,17875.40052,1.215871066,7160.440899,0.128162602,38400
2018,BEL,33416,17942.32432,1.226548902,7553.125118,0.129194912,39566
2019,BEL,33385,17887.30808,1.234565888,7414.746148,0.126498314,39566
2020,BEL,35646,18452.94904,1.174616986,7952.952772,0.121108827,42302
2021,BEL,38847,19889.62703,1.159958781,8533.490434,0.115945395,45881
2022,BEL,37580,18825.99877,1.156464725,8139.71884,0.116398954,45782
2023,BEL,37379,18699.45761,1.14350081,8124.837254,0.117395993,45899
2024,BEL,3591,1695.518817,1.143784365,835.0894518,0.997595619,8750
1990,BEN,27,21.39649321,0.629429067,2.396493213,0.093473261,55
1991,BEN,29,23.14885458,0.207647087,3.648854577,0,58
1992,BEN,18,14.125,0.321179054,1.125,0,36
1993,BEN,27,16.91666667,0.315308257,4.916666667,0,59
1994,BEN,28,18.90357143,0.362525284,4.236904762,0.026450028,63
1995,BEN,29,18.41190476,0.630467341,6.411904762,0.097762835,48
1996,BEN,53,25.09298479,0.446582855,12.59298479,0.004981472,77
1997,BEN,56,31.6967255,0.46357711,14.1967255,0.037926213,104
1998,BEN,63,26.9615143,0.545495621,17.62818097,0.076952186,93
1999,BEN,60,33.14325397,0.455032098,15.14325397,0.046551167,92
2000,BEN,71,38.5118104,0.492978357,14.2618104,0.011374369,116
2001,BEN,68,36.0713944,0.400526965,18.8213944,0.030528082,112
2002,BEN,76,37.06601536,0.581424116,17.06601536,0.025898568,137
2003,BEN,76,39.35415783,0.527095738,22.5208245,0.054773261,139
2004,BEN,110,55.51833722,0.583444781,33.15167055,0.034645938,186
2005,BEN,114,53.91145835,0.492156243,32.39360121,0.011937903,186
2006,BEN,142,69.03087556,0.534118018,39.9737327,0.0138672,232
2007,BEN,167,84.45425559,0.646636476,51.95425559,0.032952402,287
2008,BEN,173,77.77797884,0.609951821,53.97797884,0.029849681,274
2009,BEN,206,101.4105551,0.611033108,62.41055509,0.049709528,362
2010,BEN,221,96.27387199,0.664672528,60.56553866,0.041176436,311
2011,BEN,264,128.9834518,0.608243837,75.87392797,0.032584515,455
2012,BEN,315,148.946196,0.552021878,84.66841823,0.039791375,566
2013,BEN,362,177.8440991,0.582583175,108.6774324,0.047690845,679
2014,BEN,367,168.2960357,0.576130418,103.0460357,0.028602357,676
2015,BEN,386,177.575509,0.525994048,98.07550898,0.0294009,749
2016,BEN,373,168.5478944,0.577803174,96.04789438,0.031252055,694
2017,BEN,478,209.1931076,0.615661838,116.3597742,0.03676003,811
2018,BEN,512,231.4619273,0.591273698,128.4619273,0.036332311,999
2019,BEN,636,326.0859878,0.526951763,152.7526545,0.028824142,1255
2020,BEN,693,357.8656735,0.518300092,177.0085306,0.037995839,1362
2021,BEN,897,421.5833245,0.566692041,226.9166578,0.039113463,1557
2022,BEN,884,444.7130131,0.516719931,244.2130131,0.035825604,1569
2023,BEN,860,426.8388315,0.557783953,240.8388315,0.043778091,1564
2024,BEN,89,37.7493363,1.198122888,21.41600297,1,245
2011,BES,1,1,0,,0,5
2017,BES,1,0.166666667,1.508149255,0.166666667,0,1
2020,BES,1,1,0.29578696,,0,3
2021,BES,2,0.33125,0.520090065,0.33125,0.094339623,3
2022,BES,2,0.361111111,1.981830264,0.361111111,0,2
1990,BFA,35,27.18501401,0.833793213,3.185014006,0.079700774,55
1991,BFA,43,33.70555556,0.527098649,6.705555556,0.032965222,79
1992,BFA,40,28.09535297,0.276631776,8.262019632,0.017172097,99
1993,BFA,39,25.91904762,0.278255645,6.252380952,0,91
1994,BFA,39,30.40873016,0.476652615,7.408730159,0.034451259,111
1995,BFA,32,20.13694084,0.576806453,7.936940837,0,86
1996,BFA,65,38.86462981,0.54196563,15.28129648,0.033388175,124
1997,BFA,91,49.83743617,0.560761825,24.31838856,0.045101906,185
1998,BFA,128,78.66244493,0.415385378,33.18625445,0.005283136,243
1999,BFA,108,61.80389059,1.136906003,25.80389059,0.095940264,214
2000,BFA,88,51.08699185,0.419207359,21.50365852,0.014616386,187
2001,BFA,103,60.08770541,0.650107829,20.30199113,0.051406338,229
2002,BFA,111,73.87484009,0.485587886,25.24150675,0.02551237,275
2003,BFA,171,75.729907,0.712578716,48.44419271,0.043544475,274
2004,BFA,160,71.8093522,0.630137735,45.47601886,0.038948932,248
2005,BFA,168,70.50383872,0.678834254,49.00383872,0.044046018,254
2006,BFA,241,105.3901448,0.735880637,70.55681151,0.044399544,395
2007,BFA,236,112.5256666,0.944173951,68.21614277,0.07747167,406
2008,BFA,264,119.5919054,0.758603957,81.6919054,0.05929746,448
2009,BFA,292,130.5270356,0.729735372,84.33953558,0.056765588,500
2010,BFA,284,118.0020854,0.743862263,88.94256162,0.047848443,473
2011,BFA,357,156.6807843,0.820165116,104.9728478,0.065447653,597
2012,BFA,444,198.8109888,0.693603757,131.0919412,0.045174925,755
2013,BFA,387,175.996388,0.600404638,111.2630546,0.039006434,757
2014,BFA,443,195.7590498,0.639682935,128.6757164,0.044345947,837
2015,BFA,521,221.6719394,0.559386393,120.3386061,0.039624701,943
2016,BFA,530,226.6286327,0.593859805,140.6286327,0.046075749,1005
2017,BFA,535,221.0054208,0.63373339,140.0054208,0.038082682,978
2018,BFA,589,254.9005989,0.733693664,166.9005989,0.060995977,1094
2019,BFA,668,299.9419191,0.652962609,171.9419191,0.037086006,1306
2020,BFA,726,326.0786199,0.522760385,186.9982887,0.028159944,1380
2021,BFA,846,380.870436,0.591948973,208.2845774,0.036173236,1599
2022,BFA,966,465.8600575,0.541808481,250.1315487,0.028557478,1845
2023,BFA,970,500.380491,0.515944972,235.9971576,0.045060832,1904
2024,BFA,81,33.6129835,0.724990281,20.6129835,1,267
1990,BGD,462,348.1983147,0.749402768,75.19831472,0.054159006,757
1991,BGD,435,319.8956333,0.749871826,69.41944278,0.082824632,761
1992,BGD,491,350.0764628,0.721196603,86.07646283,0.063381278,842
1993,BGD,451,321.5726607,0.659078783,73.90599401,0.055613454,815
1994,BGD,384,282.9428173,0.580068769,55.77615065,0.043435727,684
1995,BGD,399,307.5137312,0.483099967,51.51373115,0.042939207,766
1996,BGD,552,387.0008381,0.386112701,92.01750474,0.029202539,955
1997,BGD,561,408.7380162,0.386289523,90.17968282,0.031345334,1048
1998,BGD,563,409.2175681,0.37920395,92.13423473,0.0266218,980
1999,BGD,581,414.9378802,0.377731092,103.7212135,0.022601394,1058
2000,BGD,618,453.4838568,0.39740775,109.3338568,0.02821208,1175
2001,BGD,609,447.2471214,0.404292767,115.9971214,0.031856757,1125
2002,BGD,639,460.2766521,0.448630284,102.3933187,0.028352658,1281
2003,BGD,768,524.3310649,0.539379097,144.1643983,0.040241936,1390
2004,BGD,866,563.1350667,0.553720983,176.7850667,0.04191814,1550
2005,BGD,1000,647.7343646,0.587501339,214.4986503,0.047915789,1729
2006,BGD,1240,835.6192886,0.48372378,262.4026219,0.035793201,2236
2007,BGD,1440,989.5972754,0.512141361,285.871085,0.043556357,2670
2008,BGD,1675,1161.240613,0.518382053,330.4906133,0.028440427,2887
2009,BGD,1937,1344.587207,0.64501096,385.0499663,0.046793408,3367
2010,BGD,2405,1666.647192,0.673485706,495.9439705,0.046939386,4128
2011,BGD,2558,1705.097339,0.632809601,493.172089,0.044268524,4450
2012,BGD,3264,2242.325649,0.592609014,612.2708333,0.04394336,5553
2013,BGD,3233,2116.660703,0.72087735,627.8364605,0.063519059,5665
2014,BGD,3951,2687.488968,0.725983454,756.9143535,0.064854773,7206
2015,BGD,3670,2431.287079,0.681765095,731.9323173,0.059021497,6859
2016,BGD,4251,2819.855729,0.794506028,843.217995,0.080641322,7709
2017,BGD,5505,3720.072364,0.874760503,1095.022364,0.083834581,9155
2018,BGD,5510,3650.402574,1.026695073,1083.213685,0.108006864,9883
2019,BGD,7536,5171.596467,1.152588894,1461.235753,0.128603638,12985
2020,BGD,8746,5703.054783,1.185785888,1956.030973,0.135011671,15352
2021,BGD,12411,8157.346313,1.275136972,2933.438773,0.151199919,20925
2022,BGD,12921,7973.507017,1.265202207,3084.776461,0.143368985,21715
2023,BGD,12505,7737.611254,1.477815065,2997.872726,0.147323249,22023
2024,BGD,1217,711.2846481,1.365747996,304.9513148,0.99740448,3303
1990,BGR,1554,1362.50247,0.409344157,131.6953276,0.028355327,2617
1991,BGR,1481,1270.785679,0.407998238,143.5690125,0.02906459,2408
1992,BGR,1442,1233.35763,0.435439097,144.8159631,0.023239086,2316
1993,BGR,1526,1289.568276,0.435468051,157.8849423,0.024598651,2413
1994,BGR,1606,1320.374881,0.468915787,185.7486902,0.031235474,2544
1995,BGR,1647,1349.102176,0.419858874,190.8140807,0.02304175,2588
1996,BGR,2347,1875.675851,0.398386404,275.4187078,0.022843631,3445
1997,BGR,2262,1742.098295,0.415818869,291.8232954,0.021611643,3460
1998,BGR,2286,1734.441854,0.435475712,318.9884355,0.027389482,3419
1999,BGR,2306,1728.512847,0.380614437,327.0628468,0.023537836,3467
2000,BGR,2171,1656.626941,0.464512633,320.0269413,0.030267116,3266
2001,BGR,2191,1638.25496,0.417028261,329.8644834,0.028070087,3321
2002,BGR,2279,1668.434021,0.496374675,351.8340209,0.037618993,3233
2003,BGR,2498,1712.760119,0.457040036,433.8560786,0.030364103,3313
2004,BGR,2667,1786.079371,0.503287876,480.7301646,0.029763945,3613
2005,BGR,2976,2000.511376,0.517023075,529.0510588,0.037859094,3889
2006,BGR,2886,1903.189579,0.548404961,526.1245967,0.045051015,3874
2007,BGR,3567,2448.078702,0.514200115,605.8834643,0.037170805,4553
2008,BGR,3463,2381.315286,0.451346673,584.2474284,0.024698178,4608
2009,BGR,3934,2757.808601,0.432696686,638.6641562,0.030305914,5098
2010,BGR,3805,2690.805068,0.464434287,629.1538778,0.036902868,4987
2011,BGR,3661,2518.34422,0.482486426,583.915252,0.030334455,4804
2012,BGR,3964,2767.005537,0.429868471,583.9106957,0.022756597,5270
2013,BGR,4021,2825.656791,0.420157947,594.9234574,0.023764574,5525
2014,BGR,4026,2773.730896,0.446783916,629.3154194,0.027135415,5723
2015,BGR,3945,2723.301018,0.410412931,587.4815731,0.025479711,5535
2016,BGR,4291,2797.89824,0.498035607,625.1426846,0.037278324,5865
2017,BGR,4893,3250.758741,0.513068244,704.016317,0.039741606,6398
2018,BGR,5558,3871.168232,0.571750969,768.1055333,0.046600069,7167
2019,BGR,6507,4874.664923,0.583148418,744.7577801,0.047685906,7878
2020,BGR,7084,5212.522038,0.480684945,821.280371,0.036851137,8427
2021,BGR,7384,5410.672054,0.576064322,821.1045575,0.04712654,8547
2022,BGR,7387,5377.635677,0.597226734,828.0479786,0.053102921,8882
